,actualarrivaltime,actualdeparturetime,aircrafttype,destination,destinationCity,destinationName,diverted,estimatedarrivaltime,filed_airspeed_kts,filed_airspeed_mach,filed_altitude,filed_departuretime,filed_ete,filed_time,ident,origin,originCity,originName,route
7,1538198590,1538190615,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538198590,460,,360,1538190600,02:14:00,1538191515,SWA3862,KHOU,"Houston, TX",William P Hobby,IDU092035 ELP DRRVR PINNG1
8,1538185980,1538179019,B738,KHOU,"Houston, TX",William P Hobby,,1538185980,457,,380,1538178900,01:56:00,1538180010,SWA3862,KMCO,"Orlando, FL",Orlando Intl,NITTS176041 REMIS Q100 LEV BAYYY3
9,1538115721,1538107630,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538115721,461,,360,1538104200,02:22:00,1537853158,SWA3862,KHOU,"Houston, TX",William P Hobby,RETYR5 JCT ELP DRRVR PINNG1
10,1538103710,1538097023,B738,KHOU,"Houston, TX",William P Hobby,,1538103710,456,,380,1538092500,02:02:00,1537853158,SWA3862,KMCO,"Orlando, FL",Orlando Intl,CAMDT KNOST REMIS Q100 REDFN Q100 LEV BAYYY3
11,1538030312,1538021921,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538030312,462,,360,1538017800,02:32:00,1537766759,SWA3862,KHOU,"Houston, TX",William P Hobby,RETYR5 JCT ELP DRRVR PINNG1
12,1538014560,1538007923,B738,KHOU,"Houston, TX",William P Hobby,,1538014560,457,,380,1538006100,02:08:00,1537766759,SWA3862,KMCO,"Orlando, FL",Orlando Intl,CAMDT KNOST REMIS Q100 NAITE Q100 LEV BAYYY3
13,1537940580,1537932039,B38M,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1537940580,462,,380,1537931400,02:24:00,1537932885,SWA3862,KHOU,"Houston, TX",William P Hobby,IDU096032 ELP DRRVR PINNG1
14,1537927009,1537920157,B38M,KHOU,"Houston, TX",William P Hobby,,1537927009,459,,380,1537919700,01:52:00,1537921123,SWA3862,KMCO,"Orlando, FL",Orlando Intl,HITTR216041 KNOST REMIS Q100 LEV BAYYY3
0,0,0,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1539107400,264,,0,1539102480,01:22:00,1538889936,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,
1,0,0,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1539019774,461,,380,1539016020,01:06:00,1538758301,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
2,1538933400,1538929453,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1538933400,450,,340,1538929680,01:10:00,1538929796,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
3,1538760720,1538756674,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1538760720,458,,380,1538756820,01:11:00,1538544388,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
4,1538676360,1538672406,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1538676360,452,,360,1538670420,01:02:00,1538673189,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
5,1538588843,1538584860,A319,KSFO,"San Francisco, CA",San Francisco Intl,,1538588843,446,,360,1538584980,01:05:00,1538371576,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
6,1538502420,1538498400,A320,KSFO,"San Francisco, CA",San Francisco Intl,,1538502420,453,,360,1538498580,01:03:00,1538499406,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
7,1538414760,1538410820,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1538414760,449,,360,1538411220,01:03:00,1538411613,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
8,1538329080,1538324905,B738,KSFO,"San Francisco, CA",San Francisco Intl,,1538329080,448,,360,1538324820,01:10:00,1538325723,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
9,1538158140,1538154322,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1538158140,442,,320,1538152020,01:06:00,1537928631,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
10,1538076960,1538073106,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1538076960,481,,300,1538065620,01:08:00,1537853157,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
11,1537989000,1537985340,A319,KSFO,"San Francisco, CA",San Francisco Intl,,1537989000,473,,280,1537980180,01:05:00,1537766757,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
12,1537901640,1537897869,A320,KSFO,"San Francisco, CA",San Francisco Intl,,1537901640,421,,300,1537893780,01:07:00,1537898734,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
13,1537809960,1537806101,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1537809960,451,,340,1537806420,01:09:00,1537807058,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,BTY132057 BIKKR SHEAD1 KENNO RUSME DYAMD4
14,1537723680,1537719686,B739,KSFO,"San Francisco, CA",San Francisco Intl,,1537723680,458,,320,1537720020,01:05:00,1537720472,UAL1643,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO RUSME DYAMD4
0,0,0,B737,KSAN,"San Diego, CA",San Diego Intl,,1538974500,455,,390,1538970300,01:10:00,1538717173,SWA5522,KRNO,"Reno, NV",Reno/Tahoe Intl,PVINE3 CRDDZ DARBI HUULK COMIX2
1,0,0,B737,KRNO,"Reno, NV",Reno/Tahoe Intl,,1538967400,413,,230,1538965400,00:33:00,1538717173,SWA5522,KOAK,"Oakland, CA",Metropolitan Oakland Intl,OAK3 OAK SAC TARVR SPOON
2,0,0,B737,KOAK,"Oakland, CA",Metropolitan Oakland Intl,,1538961300,453,,360,1538955000,01:45:00,1538717173,SWA5522,KGEG,"Spokane, WA",Spokane Intl,GEG J3 IMB J3 LKV J3 RBL SPAMY WNDSR2
3,0,0,B737,KGEG,"Spokane, WA",Spokane Intl,,1538951700,456,,400,1538944500,02:00:00,1538717173,SWA5522,KDEN,"Denver, CO",Denver Intl,RIKKK4 FISAR BOY MLP HILIE2
4,0,0,B737,KDEN,"Denver, CO",Denver Intl,,1538940900,457,,390,1538935800,01:25:00,1538717173,SWA5522,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 YOOPR OURAY PEEKK3
5,1538932140,1538929411,B737,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538932140,438,,290,1538929200,00:49:00,1538717173,SWA5522,KLAS,"Las Vegas, NV",McCarran Intl,COWBY8 COWBY TENTS BRUSR1
6,1538364360,1538349812,B737,KBDL,"Windsor Locks, CT",Bradley Intl,,1538364360,448,,390,1538349900,04:28:00,1538112364,SWA5522,KLAS,"Las Vegas, NV",McCarran Intl,STAAV8 DVC J146 GIJ J554 JHW Q82 MEMMS WILET STELA1
0,1538932140,1538929320,E135,KBUR,"Burbank, CA",Bob Hope,,1538932232,279,,0,1538929320,00:41:00,1538929358,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
1,-1,-1,E135,KBUR,"Burbank, CA",Bob Hope,,-1,449,,240,1538928000,00:36:00,1538755200,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
2,1538846252,1538842980,E135,KBUR,"Burbank, CA",Bob Hope,,1538846230,0,,0,1538842998,,1538842998,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
3,-1,-1,E135,KBUR,"Burbank, CA",Bob Hope,,-1,435,,240,1538841600,00:39:00,1538668800,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
4,1538326158,1538323680,E135,KBUR,"Burbank, CA",Bob Hope,,1538326191,179,,0,1538323200,01:05:00,1538150400,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,GFS246047 KOPLE JANNY5
5,-1,-1,E135,KBUR,"Burbank, CA",Bob Hope,,-1,420,,220,1538323200,00:41:00,1538315621,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
6,1538239920,1538236980,E135,KBUR,"Burbank, CA",Bob Hope,,1538240048,266,,0,1538236980,00:43:00,1538237029,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,GFS255046 KOPLE JANNY5
7,-1,-1,E135,KBUR,"Burbank, CA",Bob Hope,,-1,425,,220,1538236800,00:39:00,1538064000,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
8,1537722000,1537719240,E135,KBUR,"Burbank, CA",Bob Hope,,1537721802,265,,0,1537719240,00:43:00,1537719259,JSX102,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
0,0,1538929305,FA50,KODO,"Odessa, TX",Odessa-Schlemeyer Field,,1538935261,457,,370,1538929140,01:44:00,1538929588,N35YP,KLAS,"Las Vegas, NV",McCarran Intl,COWBY8 COWBY CNX
1,1538764987,1538758269,FA50,KLAS,"Las Vegas, NV",McCarran Intl,,1538764987,453,,400,1538755200,01:52:00,1538758649,N35YP,KODO,"Odessa, TX",Odessa-Schlemeyer Field,MAF248018 CNX PGS TYSSN5
2,1538691823,1538684501,FA50,KODO,"Odessa, TX",Odessa-Schlemeyer Field,,1538691780,449,,410,1538680980,01:40:00,1538684812,N35YP,KLAS,"Las Vegas, NV",McCarran Intl,COWBY8 INW CNX
3,1538674320,1538669620,FA50,KLAS,"Las Vegas, NV",McCarran Intl,,1538674320,453,,400,1538670300,01:12:00,1538670414,N35YP,KPSO,"Pagosa Springs, CO",Stevens Field,RSK322023 PGS TYSSN5
4,1538667360,1538663697,FA50,KPSO,"Pagosa Springs, CO",Stevens Field,,1538667628,453,,400,1538664120,01:05:00,1538664626,N35YP,KODO,"Odessa, TX",Odessa-Schlemeyer Field,MAF300066
5,1538612460,1538609517,FA50,KODO,"Odessa, TX",Odessa-Schlemeyer Field,,1538612460,461,,340,1538604660,00:52:00,1538610850,N35YP,KGLE,"Gainesville, TX",Gainesville Muni,
6,1538349840,1538347237,FA50,KGLE,"Gainesville, TX",Gainesville Muni,,1538350380,459,,350,1538345400,00:52:00,1538348102,N35YP,KODO,"Odessa, TX",Odessa-Schlemeyer Field,ABI041051
7,1538344980,1538341840,FA50,KODO,"Odessa, TX",Odessa-Schlemeyer Field,,1538344740,461,,340,1538341200,00:52:00,1538342965,N35YP,KGKY,"Arlington, TX",Arlington Muni,SWABR5 DOSXX
8,1538248292,1538246428,FA50,KGKY,"Arlington, TX",Arlington Muni,,1538248292,399,,200,1538246400,00:31:00,1538245894,N35YP,KABI,"Abilene, TX",Abilene Rgnl,SHLLY SWVAY4
9,1538244885,1538243624,FA50,KABI,"Abilene, TX",Abilene Rgnl,,1538244885,399,,200,1538242800,00:23:00,1538241619,N35YP,KCWC,"Wichita Falls, TX",Kickapoo Downtown,
10,1538234628,1538233339,FA50,KCWC,"Wichita Falls, TX",Kickapoo Downtown,,1538234628,406,,220,1538233200,00:26:00,1538231815,N35YP,KGKY,"Arlington, TX",Arlington Muni,FERRA MUZZO SPS
11,1538229900,1538226913,FA50,KGKY,"Arlington, TX",Arlington Muni,,1538229900,459,,350,1538226660,00:49:00,1538227797,N35YP,KODO,"Odessa, TX",Odessa-Schlemeyer Field,BGTOE SWVAY4
12,1538171355,1538165432,FA50,KODO,"Odessa, TX",Odessa-Schlemeyer Field,,1538171355,0,,0,1538165432,,1538165432,N35YP,KPSO,"Pagosa Springs, CO",Stevens Field,
13,1538164186,1538159100,FA50,KPSO,"Pagosa Springs, CO",Stevens Field,,1538164186,453,,400,1538154000,01:25:00,1538148741,N35YP,KGLE,"Gainesville, TX",Gainesville Muni,UKW064022 SPS
0,0,0,B737,KBUR,"Burbank, CA",Bob Hope,,1538940000,438,,310,1538936700,00:55:00,1538717173,SWA10,KSFO,"San Francisco, CA",San Francisco Intl,SSTIK4 CISKO RDHOT ROKKR2
1,1538933220,1538929261,B737,KSFO,"San Francisco, CA",San Francisco Intl,,1538933220,460,,400,1538928900,01:15:00,1538717173,SWA10,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 OAL INYOE DYAMD4
2,1538924299,1538918719,B737,KLAS,"Las Vegas, NV",McCarran Intl,,1538924299,448,,390,1538919000,01:45:00,1538717173,SWA10,KPDX,"Portland, OR",Portland Intl,CASCD2 PAWLI YERIN LIDAT BTY SUNST4
3,1538338737,1538330823,B738,KMDW,"Chicago, IL",Chicago Midway Intl,,1538338737,460,,370,1538331000,02:09:00,1538331640,SWA10,KSAT,"San Antonio, TX",San Antonio Intl,ALAMO2 GOBBY KLNGR FUZ J105 MAGOO ENDEE4
4,1537733949,1537726333,B738,KMDW,"Chicago, IL",Chicago Midway Intl,,1537733949,460,,370,1537726200,02:02:00,1537727310,SWA10,KSAT,"San Antonio, TX",San Antonio Intl,ALAMO2 GOBBY KLNGR FUZ J105 MAGOO ENDEE4
0,1538931629,1538929201,E55P,KVNY,"Van Nuys, CA",Van Nuys,,1538931629,406,,240,1538926200,00:46:00,1538929498,EMB187,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
1,1538789478,1538786403,E55P,KLAS,"Las Vegas, NV",McCarran Intl,,1538789478,399,,230,1538780400,00:53:00,1538786681,EMB187,KVNY,"Van Nuys, CA",Van Nuys,HARYS2 MISEN KEPEC6
2,1538634637,1538631973,E55P,KVNY,"Van Nuys, CA",Van Nuys,,1538634637,392,,220,1538631000,00:48:00,1538623867,EMB187,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
3,1538610863,1538608533,E55P,KLAS,"Las Vegas, NV",McCarran Intl,,1538610863,385,,210,1538605800,00:49:00,1538598703,EMB187,KVNY,"Van Nuys, CA",Van Nuys,HARYS2 MISEN KEPEC6
4,1538515330,1538504012,,KLNK,"Lincoln, NE",Lincoln,,1538515330,0,,0,1538504012,,1538505176,EMB187,KMLB,"Melbourne, FL",Melbourne Intl,
5,1538450069,1538448389,E55P,KVNY,"Van Nuys, CA",Van Nuys,,1538450069,367,,120,1538433000,00:24:00,1538425906,EMB187,KPSP,"Palm Springs, CA",Palm Springs Intl,PSPP2
6,1538415604,1538413308,E55P,KPSP,"Palm Springs, CA",Palm Springs Intl,,1538415604,378,,200,1538411400,00:41:00,1538404334,EMB187,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 TNP CLOWD1
7,1538264669,1538262331,E55P,KLAS,"Las Vegas, NV",McCarran Intl,,1538264669,412,,250,1538253000,00:51:00,1538245957,EMB187,KVNY,"Van Nuys, CA",Van Nuys,HARYS2 MISEN KEPEC6
8,1538030616,1538028207,E55P,KVNY,"Van Nuys, CA",Van Nuys,,1538030616,392,,220,1538024400,00:47:00,1538017278,EMB187,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
9,1538006729,1538004046,E55P,KLAS,"Las Vegas, NV",McCarran Intl,,1538006729,412,,250,1537995600,00:52:00,1537988668,EMB187,KVNY,"Van Nuys, CA",Van Nuys,HARYS2 MISEN KEPEC6
10,1537940081,1537937662,E55P,KVNY,"Van Nuys, CA",Van Nuys,,1537940081,406,,240,1537938000,00:45:00,1537930927,EMB187,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
11,1537919645,1537917131,E55P,KLAS,"Las Vegas, NV",McCarran Intl,,1537919645,412,,250,1537913700,00:51:00,1537906602,EMB187,KVNY,"Van Nuys, CA",Van Nuys,HARYS2 MISEN KEPEC6
12,1537821111,1537818045,E55P,KVNY,"Van Nuys, CA",Van Nuys,,1537821111,412,,250,1537819200,00:51:00,1537812234,EMB187,KNUQ,"Mountain View, CA",Moffett Federal Afld,SOLN2 MOONY EBAYE BURGL HONZK IVINS1
13,1537815404,1537812442,E55P,KNUQ,"Mountain View, CA",Moffett Federal Afld,,1537815404,419,,260,1537810200,00:55:00,1537803224,EMB187,KHHR,"Hawthorne, CA",Hawthorne Municipal ,VTU SNS HOOKS
14,1537809468,1537808565,E55P,KHHR,"Hawthorne, CA",Hawthorne Municipal ,,1537809468,210,,70,1537805400,00:06:00,1537802322,EMB187,KVNY,"Van Nuys, CA",Van Nuys,BURP2
0,1538932692,1538929136,B737,KSJC,"San Jose, CA",San Jose Int'l,,1538932692,465,,340,1538928300,01:09:00,1538929457,SWA5683,KLAS,"Las Vegas, NV",McCarran Intl,LAS236020 BLD250055 STUBL RAZRR4
1,1538360882,1538353122,B738,KBOS,"Boston, MA",Boston Logan Intl,,1538360882,457,,370,1538353200,02:03:00,1538354442,SWA5683,KSTL,"St Louis, MO",St Louis Lambert Intl,VHP229074 JHW Q82 PONCT JFUND2
2,1538348164,1538344435,B738,KSTL,"St Louis, MO",St Louis Lambert Intl,,1538348164,455,,370,1538344500,00:56:00,1538345198,SWA5683,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,FGT177011 ALO GUZIK LORLE3
3,1538339192,1538330323,B738,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,,1538339192,458,,370,1538330100,02:16:00,1538331201,SWA5683,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK ALS PUB LBF ONL SSWAN TORGY3
4,1537759741,1537752172,B738,KBOS,"Boston, MA",Boston Logan Intl,,1537759741,456,,370,1537748400,02:02:00,1537753026,SWA5683,KSTL,"St Louis, MO",St Louis Lambert Intl,JHART6 ROD KLYNE Q29 JHW Q82 PONCT JFUND2
5,1537734552,1537725589,B738,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,,1537734552,457,,370,1537725300,02:25:00,1537726644,SWA5683,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK ALS PUB LBF ONL SSWAN TORGY3
0,0,0,A321,KLGA,"New York, NY",LaGuardia,,1539132600,327,,0,1539125580,01:57:00,1538889934,NKS630,KORD,"Chicago, IL",Chicago O'Hare Intl,
1,0,0,A321,KORD,"Chicago, IL",Chicago O'Hare Intl,,1539120720,365,,0,1539113100,02:07:00,1538889934,NKS630,KDEN,"Denver, CO",Denver Intl,
2,0,0,A321,KDEN,"Denver, CO",Denver Intl,,1539107220,356,,0,1539101700,01:32:00,1538889934,NKS630,KLAS,"Las Vegas, NV",McCarran Intl,
3,0,0,A321,KLGA,"New York, NY",LaGuardia,,1539046200,327,,0,1539039180,01:57:00,1538803558,NKS630,KORD,"Chicago, IL",Chicago O'Hare Intl,
4,0,0,A321,KORD,"Chicago, IL",Chicago O'Hare Intl,,1539034320,365,,0,1539026700,02:07:00,1538803558,NKS630,KDEN,"Denver, CO",Denver Intl,
5,0,0,A321,KDEN,"Denver, CO",Denver Intl,,1539020299,455,,370,1539015300,01:21:00,1538803558,NKS630,KLAS,"Las Vegas, NV",McCarran Intl,TRALR9 DVC WOLLF TELLR2
6,0,0,A321,KLGA,"New York, NY",LaGuardia,,1538959800,456,,350,1538952780,01:57:00,1538717168,NKS630,KORD,"Chicago, IL",Chicago O'Hare Intl,MOBLE ADIME GERBS J146 ETG MIP4
7,0,0,A321,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538947920,450,,350,1538940300,02:07:00,1538717168,NKS630,KDEN,"Denver, CO",Denver Intl,YOKES6 CHICI HAAND ONL J94 FOD MYRRS FYTTE4
8,0,1538929084,A321,KDEN,"Denver, CO",Denver Intl,,1538934174,450,,310,1538928900,01:27:00,1538929561,NKS630,KLAS,"Las Vegas, NV",McCarran Intl,TRALR9 DVC WOLLF TELLR2
9,1538873208,1538866885,A321,KLGA,"New York, NY",LaGuardia,,1538873208,460,,350,1538866380,01:44:00,1538867395,NKS630,KORD,"Chicago, IL",Chicago O'Hare Intl,EARND ELANR EMMLY ETAME EMEGE ROD KLYNE Q29 WWSHR TEESY J146 ETG MIP4
10,1538860945,1538854318,A321,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538860945,460,,350,1538853900,02:10:00,1538854732,NKS630,KDEN,"Denver, CO",Denver Intl,YOKES6 BFF J94 FOD MYRRS FYTTE4
11,1538847800,1538842686,A321,KDEN,"Denver, CO",Denver Intl,,1538847800,460,,370,1538842500,01:26:00,1538843153,NKS630,KLAS,"Las Vegas, NV",McCarran Intl,LAS064035 DVC WOLLF TELLR2
12,1538786444,1538780508,A321,KLGA,"New York, NY",LaGuardia,,1538786444,460,,350,1538779980,01:31:00,1538780981,NKS630,KORD,"Chicago, IL",Chicago O'Hare Intl,ORD102019 GERBS J146 ETG MIP4
13,1538774228,1538767454,A321,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538774228,450,,350,1538767500,01:51:00,1538767879,NKS630,KDEN,"Denver, CO",Denver Intl,YOKES6 CHICI HAAND ONL J94 FOD MYRRS FYTTE4
14,1538760371,1538755895,A321,KDEN,"Denver, CO",Denver Intl,,1538760371,450,,350,1538756100,01:17:00,1538756283,NKS630,KLAS,"Las Vegas, NV",McCarran Intl,TRALR9 DVC WOLLF TELLR2
0,1538931540,1538929043,B737,KBUR,"Burbank, CA",Bob Hope,,1538931540,409,,220,1538928900,00:45:00,1538717173,SWA3706,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG KREME JANNY5
1,1538925332,1538922300,B737,KLAS,"Las Vegas, NV",McCarran Intl,,1538925332,464,,290,1538922600,00:50:00,1538717173,SWA3706,KSAN,"San Diego, CA",San Diego Intl,PADRZ2 CHKNN SEBBY YELAH MISEN KEPEC6
2,1538540604,1538537040,B737,KONT,"Ontario, CA",Ontario Intl,,1538540604,459,,370,1538536200,01:02:00,1538285167,SWA3706,KOAK,"Oakland, CA",Metropolitan Oakland Intl,CNDEL4 LOSHN EHF ZIGGY7
3,1538339257,1538327571,B738,KSTL,"St Louis, MO",St Louis Lambert Intl,,1538339257,435,,310,1538327400,03:12:00,1538328439,SWA3706,KOAK,"Oakland, CA",Metropolitan Oakland Intl,OAK005011 SYRAH Q128 JSICA KU54Q JNC HLC ANX KAYLA3
4,1537734123,1537722528,B738,KSTL,"St Louis, MO",St Louis Lambert Intl,,1537734123,455,,370,1537722600,03:06:00,1537723364,SWA3706,KOAK,"Oakland, CA",Metropolitan Oakland Intl,OAK3 OAK SYRAH Q128 JSICA KU54Q JNC HLC ANX KAYLA3
0,1538933640,1538928990,B737,KELP,"El Paso, TX",El Paso Intl,,1538933640,459,,390,1538928600,01:20:00,1538717173,SWA5491,KLAS,"Las Vegas, NV",McCarran Intl,COWBY8 INW J86 GREBE MOLLY4
1,1538924880,1538922600,B737,KLAS,"Las Vegas, NV",McCarran Intl,,1538924880,434,,290,1538922900,00:40:00,1538717173,SWA5491,KONT,"Ontario, CA",Ontario Intl,SNSHN3 MISEN KEPEC6
2,1538255880,1538248730,B738,KBWI,"Baltimore, MD",Baltimore/Washington Intl,,1538255880,451,,410,1538249100,02:00:00,1538249622,SWA5491,KTPA,"Tampa, FL",Tampa Intl,PIE119020 LAL187018 LENDS AR16 ILM RUKRR THHMP RAVNN6
0,0,0,E75L,KLAX,"Los Angeles, CA",Los Angeles Intl,,1539105000,199,,0,1539101280,01:02:00,1538889938,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,
1,0,0,E170,KLAX,"Los Angeles, CA",Los Angeles Intl,,1539016989,404,,220,1539014880,00:43:00,1538803558,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
2,1538931420,1538928939,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538931420,400,,220,1538928480,01:02:00,1538717166,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG OTOOL ANJLL4
3,1538847587,1538844678,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538847587,443,,280,1538842080,01:22:00,1538630802,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
4,1538759040,1538756409,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538759040,445,,280,1538755680,01:02:00,1538544386,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
5,1538675579,1538672785,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538675579,408,,220,1538669280,00:39:00,1538457945,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG OTOOL ANJLL4
6,1538586102,1538583330,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538586102,419,,240,1538582880,00:59:00,1538371570,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
7,1538500904,1538498317,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538500904,423,,240,1538496480,00:50:00,1538285162,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
8,1538412996,1538410410,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538412996,423,,240,1538410080,01:02:00,1538198759,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
9,1538326573,1538323857,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538326573,435,,260,1538323200,01:01:00,1538112363,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
10,1538319234,1538316476,E75S,KLAS,"Las Vegas, NV",McCarran Intl,,1538319234,441,,270,1538316600,00:53:00,1538112363,CPZ5793,KLAX,"Los Angeles, CA",Los Angeles Intl,ORCKA3 MISEN KEPEC6
11,1538239402,1538236632,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538239402,448,,280,1538236800,01:03:00,1538025965,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 RIKII SHTNR ANJLL4
12,1538232734,1538230039,E75S,KLAS,"Las Vegas, NV",McCarran Intl,,1538232734,416,,230,1538230200,00:57:00,1538025965,CPZ5793,KLAX,"Los Angeles, CA",Los Angeles Intl,ORCKA3 MISEN KEPEC6
13,1538153741,1538150996,E75S,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538153741,356,,220,1538150400,01:03:00,1537939563,CPZ5793,KLAS,"Las Vegas, NV",McCarran Intl,BOACH8 WHIGG OTOOL ANJLL4
14,1538147400,1538144608,E75S,KLAS,"Las Vegas, NV",McCarran Intl,,1538147400,429,,250,1538143800,01:18:00,1537939570,CPZ5793,KLAX,"Los Angeles, CA",Los Angeles Intl,ORCKA3 MISEN KEPEC6
0,0,1538928894,B738,KMKE,"Milwaukee, WI",General Mitchell Intl,,1538939040,464,,370,1538928600,02:40:00,1538929283,SWA5733,KLAS,"Las Vegas, NV",McCarran Intl,TRALR9 DVC KD66Y EYHUX OGECA GOPAC2
1,1538281191,1538277420,B737,KSMF,"Sacramento, CA",Sacramento Intl,,1538281191,455,,280,1538277600,01:05:00,1538025966,SWA5733,KLAS,"Las Vegas, NV",McCarran Intl,SHEAD1 KENNO DONNR SLMMR3
0,0,0,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1539109860,390,,0,1539101400,02:21:00,1538889925,AAL2238,KLAS,"Las Vegas, NV",McCarran Intl,
