RFD,Aerotransportes Rafilher,RAFHILER,Mexico
RGO,Argo,ARGOS,Dominican Republic
RGT,Airbourne School of Flying,AIRGOAT,United Kingdom
RHL,Air Archipels,ARCHIPELS,France
RIF,Aviation Ministry of the Interior of the Russian Federation,INTERMIN AVIA,Russian Federation
RIS,Aeris Gesti¨®n,AERIS,Spain
RIT,Asian Spirit,ASIAN SPIRIT,Philippines
RJS,Aeroservicios Jet,ASERJET,Mexico
RKA,Air Afrique,AIRAFRIC,Ivory Coast
RLA,Airlinair,AIRLINAIR,France
RLK,Air Nelson,,New Zealand
RLL,Air Leone,AEROLEONE,Sierra Leone
RLN,Aero Lanka,AERO LANKA,Sri Lanka
RLZ,Air Alize,ALIZE,France
RMD,Air Amder,AIR AMDER,Mauritania
RME,Armenian Airlines,ARMENIAN,Armenia
RML,Armenian International Airways,ARMENIA,Armenia
RMO,Arm-Aero,ARM-AERO,Armenia
RMX,Air Max,AEROMAX,Bulgaria
RNE,Air Salone,AIR SALONE,Sierra Leone
RNM,Aeronem Air Cargo,AEROMNEM,Ecuador
RNR,Air Cargo Masters,RUNNER,United States
RNV,Armavia,ARMAVIA,Armenia
ROE,Aeroeste,ESTE-BOLIVIA,Bolivia
ROH,Aero Gen,AEROGEN,Mexico
ROI,Avior Airlines,AVIOR,Venezuela
ROL,Aeroel Airways,AEROEL,Israel
ROM,Aeromar Lineas Aereas Dominicanas,BRAVO QUEBEC,Dominican Republic
ROO,Aeroitalia,AEROITALIA,Italy
ROD,Aerodan,AERODAN,Mexico
RPB,AeroRep¨²blica,AEROREPUBLICA,Colombia
RPC,Aerol¨ªneas Del Pac¨ªfico,AEROPACSA,Ecuador
RRC,Aero Roca,AEROROCA,Mexico
RRE,Aerotransportes Internacionales De Torreon,AERO TORREON,Mexico
RRM,Acvila Air-Romanian Carrier,AIR ROMANIA,Romania
RSC,Aerol¨ªneas Ejecutivas Tarascas,TARASCAS,Mexico
RSR,Aero-Service,CONGOSERV,Republic of the Congo
RSU,AeroSur,AEROSUR,Bolivia
RTE,Aeronorte,LUZAVIA,Portugal
RTH,Artis,ARTHELICO,France
RTO,Arhabaev Tourism Airlines,ARTOAIR,Kazakhstan
RTQ,Air Turquoise,TURQUOISE,France
RTU,Aerotucan,AEROTUCAN,Mexico
RUD,Air Anastasia,ANASTASIA,Ukraine
RUM,Air Rum,AIR RUM,Sierra Leone
RUN,ACT Havayollari,CARGO TURK,Turkey
RVP,Air VIP,AEROVIP,Portugal
RVT,Aircompany Veteran,AIR-VET,Armenia
RWB,Alliance Express Rwanda,,Rwanda
RWC,Arrow Ecuador Arrowec,ARROWEC,Ecuador
RWY,Aerogroup 98 Limited,TYNWALD,United Kingdom
RXT,Aeroxtra,AERO-EXTRA,Mexico
RWS,Air Whitsunday,,Australia
RZL,Aero Zambia,AERO ZAMBIA,Zambia
RZN,Aero Zano,ZANO,Mexico
RZZ,Anoka Air Charter,RED ZONE,United States
SBH,Aerosaab,AEROSAAB,Mexico
SCD,Associated Aviation,ASSOCIATED,Nigeria
SCM,American Jet International,SCREAMER,United States
SDO,Air Santo Domingo,AERO DOMINGO,Dominican Republic
SDP,Aero Sudpacifico,SUDPACIFICO,Mexico
SEF,Aero Servicios Ejecutivas Del Pacifico,SERVIPACIFICO,Mexico
SER,Aero California,AEROCALIFORNIA,Mexico
SGV,Aerosegovia,SEGOVIA,Nicaragua
SHH,Airshare Holdings,AIRSHARE,United Kingdom
SIY,Aerosiyusa,SIYUSA,Mexico
SIZ,Aero Silza,AEROSILZA,Mexico
SJN,Air San Juan,SAN JUAN,United States
SKP,Aero-North Aviation Services,SKIPPER,Canada
SMI,Aero Sami,SAMI,Mexico
SMJ,Avient Aviation,AVAVIA,Zimbabwe
SOD,Aerol¨ªneas Sol,ALSOL,Mexico
SOE,Air Soleil,AIR SOLEIL,Mauritania
SOG,Aero Soga,AEROSOGA,Guinea-Bissau
SPD,Airspeed Aviation,SPEEDLINE,Canada
SPJ,Air Service,AIR SKOPJE,Macedonia
SPO,Aeroservicios Ejecutivos Del Pacifico,EJECTUIV PACIFICO,Mexico
SPY,Asian Aerospace Service,THAI SPACE,Thailand
SPZ,Airworld,SPEED SERVICE,South Africa
SQR,Alsaqer Aviation,ALSAQER AVIATION,Libya
SRI,Air Safaris and Services,AIRSAFARI,New Zealand
SRV,Aero Servicio Corporativo,SERVICORP,Mexico
SSL,Air Sultan,SIERRA SULTAN,Sierra Leone
SSM,Aero 1 Pro-Jet,RAPID,Canada
SSN,Airquarius Air Charter,SUNSTREAM,South Africa
STK,Aeropac,SAT PAK,United States
STT,Air St. Thomas,PARADISE,United States
SUE,Aerol¨ªneas Del Sureste,AEROSURESTE,Mexico
SUY,Aerial Surveys (1980) Limited,SURVEY,New Zealand
SVK,Air Slovakia,SLOVAKIA,Slovakia
SWH,Adler Aviation,SHOCKWAVE,Canada
SYL,Aircompany Yakutia,AIR YAKUTIA,Russia
SYT,Aerosud Aviation,SKYTRACK,South Africa
TAA,Aeroservicios de La Costa,AERO COSTA,Mexico
TAO,Aeromar,TRANS-AEROMAR,Mexico
TBL,Aerotrebol,AEROTREBOL,Mexico
TBO,Aero Taxi de Los Cabos,AERO CABOS,Mexico
TCI,Air Turks and Caicos,KERRMONT,Turks and Caicos Islands
TCO,Aerotranscolombina de Carga,TRANSCOLOMBIA,Colombia
TDG,Air Cargo Express,TURBO DOG,United States
TDT,Atlas Helicopters,TRIDENT,United Kingdom
TDY,Air Today,AIR TODAY,United States
TED,Aero Servicios Azteca,AEROAZTECA,Mexico
TFL,Arkefly,ARKEFLY,Netherlands
TIR,Antair,ANTAIR,Mexico
TLB,Atlantique Air Assistance,TRIPLE-A,France
TLD,Aereo Taxi Autlan,AEREO AUTLAN,Mexico
TLE,Aero Util,AEROUTIL,Mexico
TLU,Aero Toluca Internactional,AEROTOLUCA,Mexico
TME,Aero Taxi del Centro de Mexico,TAXICENTRO,Mexico
TOC,Aerotropical,TROPICMEX,Mexico
TOH,Air Tomisko,TOMISKO CARGO,Serbia
TOK,Airlines PNG,BALUS,Papua New Guinea
TON,Aero Tonala,AEROTONALA,Mexico
TPB,Aero Tropical,AERO TROPICAL,Angola
TPC,Air Cal¨¦donie,AIRCAL,France
TPK,Air Horizon,TCHAD-HORIZON,Chad
TPO,Aero Taxi del Potosi,TAXI-POTOSI,Mexico
TQS,Aeroturquesa,AEROTURQUESA,Mexico
TRH,Airmark Aviation,TRANSTAR,United States
TRS,AirTran Airways,CITRUS,United States
TSC,Air Transat,AIR TRANSAT,Canada
TSQ,airtransse,AIRTRA,Japan
TTB,Aerol¨ªneas Tur¨ªsticas del Caribe,AERO TURISTICAS,Mexico
TTE,Avcenter,TETON,United States
TUN,Air Tungaru,TUNGARU,Kiribati
TWN,Avialeasing Aviation Company,TWINARROW,Uzbekistan
TXD,Aerotaxis del Noroeste,TAXI OESTE,Mexico
TXF,Aerotaxis Alfe,ALFE,Mexico
TXI,Aereotaxis,AEREOTAXIS,Mexico
TZA,Aero Tomza,AERO TOMZA,Mexico
TZT,Air Zambezi,ZAMBEZI,Zimbabwe
UAG,Afra Airlines,AFRALINE,Ghana
UAR,Aerostar Airlines,AEROSTAR,Ukraine
UCK,Air Division of the Eastern Kazakhstan Region,GALETA,Kazakhstan
UCR,Aero-Charter Ukraine,CHARTER UKRAINE,Ukraine
UGA,Air Uganda,UGANDA,Uganda
UED,Air LA,AIR L-A,United States
UKR,Air Ukraine,AIR UKRAINE,Ukraine
UMB,Air Umbria,AIR UMBRIA,Italy
UND,Atuneros Unidos de California,ATUNEROS UNIDOS,Mexico
USC,AirNet Express,STAR CHECK,United States
VNR,Avantair,AVANTAIR,United States
FLP,Aeroclub Flaps,AEROCLUB FLAPS,Spain
DRU,Alrosa Air Company,MIRNY,Russia
AZU,Azul Linhas A¨¦reas Brasileiras,Azul,Brazil
CHP,Aviacsa,AVIACSA,Mexico
SKX,Avia Express,SKY EXPRESS,Sweden
SRY,As-Aero,,Armenia
AAN,Amsterdam Airlines,AMSTEL,Netherlands
AAT,Air Central Asia,,Kyrgyzstan
ABI,Antigua and Barbuda Airways,Anair,Antigua and Barbuda
ACB,African Cargo Services,AFRICARGO,Kenya
ACH,Air Cargo Plus,AIR PLUS,Liberia
ACJ,Avicon,AVICHARTER,Kenya
AAE,Astec Air East,AIR EAST,United States
AAE,Arizona Air,ARIZONA,United States
AAH,Aloha Airlines,ALOHA,United States
AAJ,Alfa Airlines,ALFA SUDAN,Sudan
AAN,Andalusair,ANDALUSAIR,Spain
AAP,Astro Air International,ASTRO AIR,Philippines
AAP,Arabasco Air Services,ARABASCO,Saudi Arabia
AAQ,Air Alliance,LIAISON,Canada
AAR,Americ Air,PATRIOT,United States
AAS,Airtransservice,Aviaservice,Russia
AAS,Austrian Air Services,AIR SERVICES,Austria
AAT,Austrian Airtransport,AUSTRIAN CHARTER,Austria
AAV,Aly Aviation,,United Kingdom
AAW,Austin Airways,AUSTIN,Canada
AAW,Aberdeen Airways,,United Kingdom
AAW,Almeta Air,ALMETA AIR,Austria
AAZ,Asian Air,,Kyrgyzstan
ABL,Air Busan,AIR BUSAN,Republic of Korea
ABR,Air Bridge Carriers,AIRBRIDGE,United Kingdom
ABT,Ambeo,AMBITION,United Kingdom
ABE,Arberia Airlines,ARBERIA AIRLINES,Albania
ACE,Air Charter Express,,Ghana
ACQ,Aryan Cargo Express,,India
ACS,Aircraft Sales and Services,AIRCRAFT SALES,Pakistan
ABS,Air Central,AIR CENTRAL,United States
ADF,"Ade, Aviaci¨®n Deportiva",ADE AVIACION,Spain
ADT,Arrendaminetos y Transportes Turisticos,ARRENDA-TRANS,Mexico
ADZ,Avio Delta,,Bulgaria
ADW,ADC Airways,,Lebanon
AED,Aie Experience Flight,AIE EXPERIENCE,United Kingdom
AED,Aernord,Aernspa,Italy
AEG,Air East,AIR EAST,Slovakia
AEI,Air Italy Polska,POLISH BIRD,Poland
AEK,Aero Costa Rica,ACORISA,Costa Rica
AES,Aerosur Paraguay,AEROPARAGUAY,Paraguay
AET,Aerotime,AEROTIME,United Kingdom
AFF,Africa Airways,AFRIWAYS,Benin
AFM,Air Four,,Italy
FLA,Air Florida,PALM,United States
MAC,Air Arabia Maroc,ARABIA MAROC,Morocco
ADO,Air Do,AIR DO,Japan
MRY,Air Marine,AIR MARINE,France
PNK,Air Pink,AIRPINK,Serbia
AFN,African International Airlines,SIMBA,Lesotho
BDV,Aberdair Aviation,ABERDAV,Kenya
TTN,Absolute Flight Services,TITANIUM,South Africa
ATZ,Ace Air,ACE TAXI,South Korea
ARO,Acero Taxi,ACERO,Mexico
CRV,Acropolis Aviation,ACROPOLIS,United Kingdom
ADC,AD Astra Executive Charter,AD ASTRA,Poland
DDS,Addis Airlines,ADDIS LINE,Ethiopia
TEC,ADI Shuttle Group,TECHJET,United States
AXX,Advance Air Luftfahrtgesellschaft,SKY SHUTTLE,Germany
AAX,Advance Aviation,ADVANCE AVIATION,Thailand
ADV,Advanced Flight Training,ADVANCED,United Kingdom
DVN,Adventia,,Spain
EBS,AEG Aviation Services,,United States
ALS,Aeralp,AERALP,France
AEF,Aerea,,Spain
DRD,Aereo Dorado,AEREO DORADO,Mexico
FUT,Aereo Futuro,AEREO FUTURO,Mexico
MMG,Aereo Ruta Maya,RUTA MAYA,Guatemala
AGI,Aereo Transportes Los Angeles de America,ANGELES AMERICA,Mexico
WWG,Aereo WWG,AERO-W,Mexico
AKR,Aero Clinker,AERO CLINKER,Mexico
RRB,Aero Club de Castellon,,Spain
ARP,Aero Corporate,IVORYCORP,C?te d'Ivoire
EPU,Aero Elite Acapulco,ELITACAPULCO,Mexico
XPN,Aero Express,,Niger
TEJ,AeroJet,,Angola
GHM,Aero Service Bolivia,,Bolivia
GLM,Aero Services Mali,GLOBAL MALI,Mali
GUE,Aero Servicio Guerrero,AERO GUERRERO,Mexico
ABA,Aero-Beta,AEROBETA,Germany
AJH,Aeroaljarafe,ALJARAFE,Spain
AOB,Aerocaribe Coro,CARIBE CORO,Venezuela
ERC,Aerocharter,,Guatemala
BSO,Aeroclub Barcelona-Sabadell,,Spain
NVA,Aeroclub de Albacete,,Spain
LUE,Aeroclub de Alicante,,Spain
MLL,Aeroclub de Mallorca,MALLORCA,Spain
AVX,Aeroclub de Vitoria,,Spain
CTD,Aerocorporativos,AEROCORPORATIVOS,Mexico
RRO,Aerocredo,,Russia
FAQ,Aerofaq,,Ecuador
PLS,Aeroflot-Plus,AEROPLUS,Russia
LIN,Aerolimousine,AEROLIMOUSINE,Russia
PCP,Aerol¨ªnea Principal Chile,PRINCIPAL,Chile
ALT,Aerol¨ªneas Centrales,AERLINEAS CENTRALES,Mexico
DMJ,Aerol¨ªneas Damojh,DAMOJH,Mexico
AHL,Aerol¨ªneas Hidalgo,HIDALGO,Mexico
LDL,Aerologic,,Russia
APR,Aerol¨ªneas Primordiales,AEROPERLAS,Mexico
VSC,Aeronautic de Los Pirineos,,Spain
ADO,AIRDO,AIR DO,Japan
AGM,Aviation West Charters,ANGEL MED,United States
NVD,Avion Express,NORDVIND,Lithuania
BAH,The Amiri Flight,BAHRAIN,Bahrain
AVD,"?lamo Aviaci¨®n, S.L.",ALAMO,Spain
PNX,AIS Airlines,SPINNER,Netherlands
AHO,Air Hamburg,AIR HAMBURG,Germany
BBF,B-Air Charter,SPEEDCHARTER,Germany
CBJ,Beijing Capital Airlines,CAPITAL JET,China
OUF,Beijing Eofa International Jet,,China
OTA,Business Aviators,OUTLAW,United States
BWD,Bluewest Helicopters-Greenland,BLUEWEST,Denmark
TBL,Bell Aliant Regional Communications,TELCO,Canada
CWR,Beijing City International Jet,CITY WORLD,China
BJV,Beijing Vistajet Aviation,BEIJING VISTA,China
BHK,Blu Halkin,BLUEHAKIN,United Kingdom
BXJ,Brixtel Group,BRIXTEL JET,United States
BYG,Bygone Aviation,BYGONE,United States
BOB,Backbone A/S,BACKBONE,Denmark
BTK,Batik Air,BATIK,Indonesia
BBJ,Blue Air Lines,BLUE KOREA,South Korea
BCJ,Blue Jet Charters,BLUE BOY,Poland
BNA,Bun Air Corporation,BUN AIR,United States
PVO,Bearing Supplies Limited,PROVOST,United Kingdom
BAA,Balkan Agro Aviation,BALKAN AGRO,Bulgaria
BAB,Bahrain Air BSC (Closed),AWAL,Bahrain
BAC,BAC Leasing Limited,,United Kingdom
BAE,BAE Systems,FELIX,United Kingdom
BAF,Belgian Air Force,BELGIAN AIRFORCE,Belgium
BAJ,Baker Aviation,RODEO,United States
BAK,Blackhawk Airways,BLACKHAWK,United States
BAL,Belle Air Europe,BELLEAIR EUROPE,Italy
BAL,Britannia Airways,BRITANNIA,United Kingdom
BAM,Business Air Services,BUSINESS AIR,Canada
BAN,British Antarctic Survey,PENGUIN,United Kingdom
BAR,Bradly Air (Charter) Services,BRADLEY,Canada
BAU,Bissau Airlines,AIR BISSAU,Guinea-Bissau
BAV,Bay Aviation Ltd,BAY AIR,Bangladesh
BAW,British Airways,SPEEDBIRD,United Kingdom
BAX,Best Aero Handling Ltd,,Russia
BAY,Bravo Airways,,Ukraine
BBA,Bannert Air,BANAIR,Austria
BBC,Biman Bangladesh Airlines,BANGLADESH,Bangladesh
BBD,Bluebird Nordic,BLUE CARGO,Iceland
BBS,Beibars CJSC,BEIBARS,Kazakhstan
BBV,Bravo Airlines,BRAVO EUROPE,Spain
BBZ,Bluebird Aviation,COBRA,Kenya
BCF,BACH Flugbetriebsges,BACH,Austria
BCI,Blue Islands,BLUE ISLAND,United Kingdom
BCL,British Caribbean Airways,,United Kingdom
BCR,British Charter,BACKER,United Kingdom
BCT,BCT Aviation,BOBCAT,United Kingdom
BCV,Business Aviation Center,BUSINESS AVIATION,Ukraine
BCY,CityJet,CITY JET,Ireland
BDA,Blue Dart Aviation,BLUE DART,India
BON,B&H Airlines,Air Bosna,Bosnia and Herzegovina
BDF,Bissau Discovery Flying Club,BISSAU DISCOVERY,Guinea-Bissau
AYB,Belgian Army,BELGIAN ARMY,Belgium
BDR,Badr Airlines,BADR AIR,Sudan
BEA,Best Aviation Ltd,BEST AIR,Bangladesh
BED,Belgorod Aviation Enterprise,BELOGORYE,Russia
AJC,Bar Harbor Airlines,BAR HARBOR,United States
BEF,Balear Express,BALEAR EXPRESS,Spain
BEH,Bel Air Helicopters,BLUECOPTER,Denmark
BEK,Berkut Air,BERKUT,Kazakhstan
BET,BETA - Brazilian Express Transportes A¨¦reos,BETA CARGO,Brazil
BFC,Basler Flight Service,BASLER,United States
BFG,Bear Flight,BEARFLIGHT,Sweden
BFL,Buffalo Airways,BUFFALO,Canada
BFO,Bombardier,BOMBARDIER,Canada
BFR,Burkina Airlines,BURKLINES,Burkina Faso
BFS,Business Flight Sweden,BUSINESS FLIGHT,Sweden
BFW,Bahrain Defence Force,SUMMAN,Bahrain
BGH,BH Air,BALKAN HOLIDAYS,Bulgaria
BGI,British Gulf International,BRITISH GULF,S?o Tom¨¦ and Pr¨ªncipe
BGK,British Gulf International-Fez,GULF INTER,Kyrgyzstan
BGL,Benin Golf Air,BENIN GOLF,Benin
BGM,Bugulma Air Enterprise,BUGAVIA,Russia
BGR,Budget Air Bangladesh,BUDGET AIR,Bangladesh
BGT,Bergen Air Transport,BERGEN AIR,Norway
BHA,Buddha Air,BUDDHA AIR,Nepal
BHI,Balkh Airlines,SHARIF,Afghanistan
BHL,Bristow Helicopters,BRISTOW,United Kingdom
BHN,Bristow Helicopters Nigeria,BRISTOW HELICOPTERS,Nigeria
BHO,Bhoja Airlines,BHOJA,Pakistan
BHP,Belair Airlines,BELAIR,Switzerland
BHR,Bighorn Airways,BIGHORN AIR,United States
BHS,Bahamasair,BAHAMAS,Bahamas
BHT,Bright Air,BRIGHTAIR,Netherlands
,Bringer Air Cargo Taxi A¨¦reo,,Brazil
,Balkan Bulgarian Airlines,,Bulgaria
,BA Connect,,United Kingdom
BHY,Bosphorus European Airways,BOSPHORUS,Turkey
BID,Binair,BINAIR,Germany
BIG,Big Island Air,BIG ISLE,United States
BIH,British International Helicopters,BRINTEL,United Kingdom
BIL,Billund Air Center,BILAIR,Denmark
BIN,Boise Interagency Fire Center,BISON-AIR,United States
BIO,Bioflight A/S,BIOFLIGHT,Denmark
BIR,Bird Leasing,BIRD AIR,United States
BIZ,Bizjet Ltd,BIZZ,United Kingdom
BJA,Baja Air,BAJA AIR,Mexico
BJC,Baltic Jet Aircompany,BALTIC JET,Latvia
BJS,Business Jet Solutions,SOLUTION,United States
BKA,Bankair,BANKAIR,United States
BKF,BF-Lento OY,BAKERFLIGHT,Finland
BKK,Blink,BLINKAIR,United Kingdom
BKJ,Barken International,BARKEN JET,United States
BKP,Bangkok Airways,BANGKOK AIR,Thailand
BKV,Bukovyna,BUKOVYNA,Ukraine
BLB,Blue Bird Aviation,BLUEBIRD SUDAN,Sudan
BLC,Bellesavia,BELLESAVIA,Belarus
BLE,Blue Line,BLUE BERRY,France
BLF,Blue1,BLUEFIN,Finland
BLG,Belgavia,BELGAVIA,Belgium
BLH,Blue Horizon Travel Club,BLUE HORIZON,United States
BLJ,Blue Jet,BLUEWAY,Spain
BLL,Baltic Airlines,BALTIC AIRLINES,Russia
BLN,Bali International Air Service,BIAR,Indonesia
BLS,Bearskin Lake Air Service,BEARSKIN,Canada
BLT,Baltic Aviation,BALTAIR,United States
BLV,Bellview Airlines,BELLVIEW AIRLINES,Nigeria
BMA,BMI,MIDLAND,United Kingdom
BMR,BMI Regional,MIDLAND,United Kingdom
BMD,British Medical Charter,BRITISH MEDICAL,United Kingdom
BME,Briggs Marine Environmental Services,BRIGGS,United Kingdom
BMH,Bristow Masayu Helicopters,MASAYU,Indonesia
BMI,Bmibaby,BABY,United Kingdom
BMJ,Bemidji Airlines,BEMIDJI,United States
BML,Bismillah Airlines,BISMILLAH,Bangladesh
BMN,Bowman Aviation,BOWMAN,United States
BMW,BMW,BMW-FLIGHT,Germany
BMX,Banco de Mexico,BANXICO,Mexico
BND,Bond Offshore Helicopters,BOND,United Kingdom
BNE,Benina Air,BENINA AIR,Libya
BNG,BN Group Limited,VECTIS,United Kingdom
BNJ,Air Service Li¨¨ge (ASL),JET BELGIUM,Belgium
BNL,Blue Nile Ethiopia Trading,NILE TRADING,Ethiopia
BNR,Bonair Aviation,BONAIR,Canada
BNS,Bancstar?- Valley National Corporation,BANCSTAR,United States
BNT,Bentiu Air Transport,BENTIU AIR,Sudan
BNV,Benane Aviation Corporation,BENANE,Mauritania
BNW,British North West Airlines,BRITISH NORTH,United Kingdom
BOA,Boniair,KUMANOVO,Macedonia
BOD,Bond Air Services,UGABOND,Uganda
BOE,Boeing,BOEING,United States
BOF,Bordaire,BORDAIR,Canada
BOO,Bookajet Limited,BOOKAJET,United Kingdom
BOU,Bouraq Indonesia Airlines,BOURAQ,Indonesia
BPA,Blue Panorama Airlines,BLUE PANOROMA,Italy
BPK,Berkhut ZK,VENERA,Kazakhstan
BPO,Bundespolizei-Fliegertruppe,PIROL,Germany
BPS,Budapest Aircraft Services/Manx2,BASE,Hungary
BPT,Bonus Aviation,BONUS,United Kingdom
BPX,British Petroleum Exploration,,Colombia
BRB,BRA-Transportes A¨¦reos,BRA-TRANSPAEREOS,Brazil
BRD,Brock Air Services,BROCK AIR,Canada
BRE,Breeze Ltd,AVIABREEZE,Ukraine
BRG,Bering Air,BERING AIR,United States
BRK,Briansk State Air Enterprise,BRIANSK-AVIA,Russia
BRN,Branson Airlines,BRANSON,United States
BRO,BASE Regional Airlines,COASTRIDER,Netherlands
BRS,Brazilian Air Force,BRAZILIAN AIR FORCE,Brazil
BRT,British Regional Airlines,BRITISH,United Kingdom
BRU,Belavia?Belarusian Airlines,BELARUS AVIA,Belarus
BRV,Bravo Air Congo,BRAVO,Democratic Republic of the Congo
BRW,Bright Aviation Services,BRIGHT SERVICES,Bulgaria
BNF,Braniff International Airways,Braniff,United States
BRX,Buffalo Express Airlines,BUFF EXPRESS,United States
BRY,Burundayavia,BURAIR,Kazakhstan
BSC,Bistair - Fez,BIG SHOT,Kyrgyzstan
BSD,Blue Star Airlines,AIRLINES STAR,Mexico
BSI,Brasair Transportes A¨¦reos,BRASAIR,Brazil
BSJ,Blue Swan Aviation,BLUE SWAN,United Kingdom
BSM,Blue Sky Aviation,,Lebanon
BSS,Bissau Aero Transporte,BISSAU AIRSYSTEM,Guinea-Bissau
BST,Best Air,TUNCA,Turkey
BSW,Blue Sky Airways,SKY BLUE,Czech Republic
BSY,Big Sky Airlines,BIG SKY,United States
BTC,BAL Bashkirian Airlines,BASHKIRIAN,Russia
BTH,Baltijas Helicopters,BALTIJAS HELICOPTERS,Latvia
BTK,Baltyka,BALTYKA,Ukraine
BTL,Baltia Air Lines,BALTIA,United States
BTR,Botir-Avia,BOTIR-AVIA,Kyrgyzstan
GAA,Business Express,BIZEX,United States
BTT,BT-Slavuta,BEETEE-SLAVUTA,Ukraine
BTV,Batavia Air,BATAVIA,Indonesia
BTZ,Bristow U.S. LLC,BRISTOW,United States
BUC,Bulgarian Air Charter,BULGARIAN CHARTER,Bulgaria
BUL,Blue Airlines,BLUE AIRLINES,Democratic Republic of the Congo
BUN,Buryat Airlines Aircompany,BURAL,Russia
BUZ,Buzz Stansted,BUZZ,United Kingdom
BVA,Buffalo Airways,BUFFALO AIR,United States
BVC,Bulgarian Aeronautical Centre,BULGARIAN WINGS,Bulgaria
BVN,Baron Aviation Services,SHOW-ME,United States
BVT,Berjaya Air,BERJAYA,Malaysia
BVU,"Bellview Airlines, Sierra Leone",,Sierra Leone
BWG,Blue Wings,BLUE WINGS,Germany
BWI,Blue Wing Airlines,BLUE TAIL,Suriname
BWL,British World Airlines,BRITWORLD,United Kingdom
BXA,Bahrain Executive Air Services,BEXAIR,Bahrain
BXH,Bar XH Air,PALLISER,Canada
BXI,Brussels International Airlines,XENIA,Belgium
,BAX Global,,
BYA,Berry Aviation,BERRY,United States
BYC,Cambodia Bayon Airlines,Bayon Air,Cambodia
BYF,San Carlos Flight Center,BAY FLIGHT,United States
BYL,Bylina?Joint-Stock Company,BYLINA,Russia
BYR,Berytos Airlines,,Lebanon
BYE,Bayu Indonesia Air,BAYU,Indonesia
BZA,Bizair Fluggesellschaft,BERLIN BEAR,Germany
BZH,Brit Air,BRITAIR,France
BZZ,Butane Buzzard Aviation Corporation,BUZZARD,United Kingdom
AUJ,Business Flight Salzburg,AUSTROJET,Austria
CKM,BKS Air?(Rivaflecha),COSMOS,Spain
CLF,Bristol Flying Centre,CLIFTON,United Kingdom
CLN,Barnes Olsen Aeroleasing,SEELINE,United Kingdom
CPJ,Baltimore Air Transport,CORPJET,United States
CXS,Boston-Maine Airways,CLIPPER CONNECTION,United States
BEL,Brussels Airlines,BEE-LINE,Belgium
EAH,Baltimore Airways,EASTERN,United States
EBA,Bond Aviation,BOND AVIATION,Italy
EXB,Brazilian Army Aviation,BRAZILIAN ARMY,Brazil
EXP,Business Express Delivery,EXPRESS AIR,Canada
FOS,Bel Limited,,Russia
HAW,Bangkok Aviation Center,THAI HAWK,Thailand
HAX,Benair,SCOOP,Norway
IBB,Binter Canarias,BINTER,Spain
IRJ,Bonyad Airlines,BONYAD AIR,Iran
IVR,Burundaiavia,RERUN,Kazakhstan
BMS,Blue Air,BLUE MESSENGER,Romania
LAJ,British Mediterranean Airways,BEE MED,United Kingdom
LBY,Belle Air,ALBAN-BELLE,Albania
LED,Blom Geomatics,SWEEPER,Norway
LTL,Benin Littoral Airways,LITTORAL,Benin
LXJ,Bombardier Business Jet Solutions,FLEXJET,United States
LZB,Bulgaria Air,FLYING BULGARIA,Bulgaria
MBR,Brazilian Navy Aviation,BRAZILIAN NAVY,Brazil
NKF,Barents AirLink,NORDFLIGHT,Sweden
NYB,Belgian Navy,BELGIAN NAVY,Belgium
OGJ,Bakoji Airlines Services,BAKO AIR,Nigeria
PEB,Benders Air,PALEMA,Sweden
PNT,Balmoral Central Contracts,PORTNET,South Africa
POI,BGB Air,BOJBAN,Kazakhstan
PPS,Butte Aviation,PIPESTONE,United States
RHD,Bond Air Services,RED HEAD,United Kingdom
RLR,Business Airfreight,RATTLER,United States
RPX,BAC Express Airlines,RAPEX,United Kingdom
RRS,Boscombe Down DERA?(Formation),BLACKBOX,United Kingdom
SCJ,Business Jet Sweden,SCANJET,Sweden
SHT,British Airways Shuttle,SHUTTLE,United Kingdom
SKH,British Sky Broadcasting,SKYNEWS,United Kingdom
TXB,Bell Helicopter Textron,TEXTRON,Canada
UKA,Buzzaway Limited,UKAY,United Kingdom
VLX,Biz Jet Charter,AVOLAR,United States
VOL,Blue Chip Jet,BLUE SPEED,Sweden
WFD,BAE Systems,AVRO,United Kingdom
WTN,BAE Systems,TARNISH,United Kingdom
XBO,Baseops International,,United States
XDA,Bureau Veritas,,France
XMS,British Airways Santa,SANTA,United Kingdom
ZBA,Boskovic Air Charters?Limited,BOSKY,Kenya
BLM,Blue Sky Airlines,BLUE ARMENIA,Armenia
JMP,Businesswings,JUMP RUN,Germany
CFE,BA CityFlyer,FLYER,United Kingdom
BOV,Boliviana de Aviaci¨®n,BOLIVIANA,Bolivia
BRJ,Borajet,BORA JET,Turkey
BWA,Caribbean Airlines,CARIBBEAN AIRLINES,Trinidad and Tobago
QAI,Conquest Air,CHICKPEA,United States
CNW,Continental Airways,,Moldovoa
CRF,Croix Rouge Francais,CROIX ROUGE,France
CBH,Corporate Eagle Management Services,CLUB HOUSE,United States
CCT,Connect Air,CONNECT,Canada
CME,Commerce Bank,COMMERCE BANK,United States
CAA,Civil Aviation Authority of the Czech Republic,INSPECTOR,Czech Republic
BKR,Civil Air Patrol?South Carolina Wing,BOX KAR,United States
BFN,Compagnie Nationale Naganagani,,Burkino Faso
